"name", "artist", "popularity", "genres", "danceability", "energy", "key", "loudness","mode", "speechiness", "acousticness", "instrumentalness", "liveness", "valence", "tempo","city", "date", "venue"
Winner,Floor Jansen,41,['dutch pop'],0.474,0.554,6,-6.685,0,0.0443,0.002,0.00018,0.261,0.232,84.132,Amsterdam,2020-03-24,AFAS Live
Cycles,Shafiq Husayn,33,"['indie jazz', 'indie soul', 'neo r&b', 'wonky']",0.699,0.764,11,-6.657,1,0.0914,0.191,0.082,0.256,0.652,93.997,Amsterdam,2020-03-24,Bitterzoet
It’s Better For You,Shafiq Husayn,34,"['indie jazz', 'indie soul', 'neo r&b', 'wonky']",0.718,0.6,7,-5.674,1,0.302,0.0478,0.00156,0.104,0.837,76.125,Amsterdam,2020-03-24,Bitterzoet
Message In A Bottle,Shafiq Husayn,25,"['indie jazz', 'indie soul', 'neo r&b', 'wonky']",0.768,0.715,10,-3.601,0,0.0326,0.0145,0.00398,0.0722,0.69,95.99,Amsterdam,2020-03-24,Bitterzoet
On Our Way Home,Shafiq Husayn,21,"['indie jazz', 'indie soul', 'neo r&b', 'wonky']",0.53,0.89,0,-7.818,1,0.0584,0.0465,0.0819,0.272,0.477,172.013,Amsterdam,2020-03-24,Bitterzoet
Between Us 2,Shafiq Husayn,24,"['indie jazz', 'indie soul', 'neo r&b', 'wonky']",0.552,0.591,7,-5.801,1,0.0374,0.404,0.204,0.0978,0.45,95.7,Amsterdam,2020-03-24,Bitterzoet
This Is Real (ft. Ella Henderson),Jax Jones,77,"['dance pop', 'edm', 'house', 'pop', 'tropical house', 'uk dance']",0.684,0.819,6,-5.072,1,0.0413,0.0259,0.0775,0.0985,0.607,122.008,Amsterdam,2020-03-25,Melkweg
Harder (with Bebe Rexha),Jax Jones,77,"['dance pop', 'edm', 'house', 'pop', 'tropical house', 'uk dance']",0.906,0.833,5,-3.027,0,0.0729,0.0899,0,0.154,0.752,104.017,Amsterdam,2020-03-25,Melkweg
All Day And Night,Jax Jones,74,"['dance pop', 'edm', 'house', 'pop', 'tropical house', 'uk dance']",0.567,0.765,1,-4.107,0,0.108,0.317,0,0.14,0.541,121.924,Amsterdam,2020-03-25,Melkweg
One Touch,Jess Glynne,70,"['dance pop', 'edm', 'house', 'pop', 'tropical house', 'uk dance']",0.686,0.693,0,-6.245,0,0.131,0.329,0,0.136,0.699,124.206,Amsterdam,2020-03-25,Melkweg
You Don't Know Me (feat. RAYE),Jax Jones,69,"['dance pop', 'edm', 'house', 'pop', 'tropical house', 'uk dance']",0.879,0.665,11,-6.082,0,0.145,0.164,0,0.319,0.672,123.977,Amsterdam,2020-03-25,Melkweg
Beautiful Boyz,CocoRosie,50,"['art pop', 'chamber pop', 'folktronica', 'freak folk', 'new weird america']",0.615,0.462,9,-12.101,0,0.213,0.898,0.000195,0.228,0.534,89.917,Amsterdam,2020-03-25,Paradiso
Werewolf,CocoRosie,45,"['art pop', 'chamber pop', 'folktronica', 'freak folk', 'new weird america']",0.513,0.498,0,-7.929,0,0.0531,0.313,4.06e-06,0.444,0.0787,67.469,Amsterdam,2020-03-25,Paradiso
Aloha Friday,CocoRosie,45,"['art pop', 'chamber pop', 'folktronica', 'freak folk', 'new weird america']",0.537,0.265,1,-12.951,1,0.033,0.775,6.37e-05,0.0824,0.238,90.176,Amsterdam,2020-03-25,Paradiso
By Your Side,CocoRosie,42,"['art pop', 'chamber pop', 'folktronica', 'freak folk', 'new weird america']",0.617,0.876,6,-6.225,0,0.452,0.795,0.000216,0.233,0.413,127.009,Amsterdam,2020-03-25,Paradiso
Lemonade,CocoRosie,39,"['art pop', 'chamber pop', 'folktronica', 'freak folk', 'new weird america']",0.659,0.366,4,-9.106,0,0.0355,0.604,3.05e-06,0.0811,0.225,121.936,Amsterdam,2020-03-25,Paradiso
Cautionary Tale,Dylan LeBlanc,47,"['deep new americana', 'indie folk', 'modern folk rock', 'new americana']",0.677,0.569,0,-7.428,1,0.027,0.306,0.00464,0.107,0.693,117.107,Amsterdam,2020-03-25,Paradiso
Easy Way Out,Dylan LeBlanc,47,"['deep new americana', 'indie folk', 'modern folk rock', 'new americana']",0.558,0.539,9,-8.804,0,0.028,0.432,0.00548,0.0912,0.744,157.439,Amsterdam,2020-03-25,Paradiso
"Mother, Mother",Rayland Baxter,41,"['deep new americana', 'indie folk', 'modern folk rock', 'new americana']",0.372,0.105,4,-19.241,1,0.0298,0.899,0.000459,0.321,0.565,163.804,Amsterdam,2020-03-25,Paradiso
If The Creek Don’t Rise,Dylan LeBlanc,38,"['deep new americana', 'indie folk', 'modern folk rock', 'new americana']",0.629,0.129,0,-15.872,1,0.0333,0.868,0.0301,0.153,0.0851,115.858,Amsterdam,2020-03-25,Paradiso
Renegade,Dylan LeBlanc,37,"['deep new americana', 'indie folk', 'modern folk rock', 'new americana']",0.44,0.875,6,-4.27,1,0.0303,0.017,0.00309,0.123,0.71,118.103,Amsterdam,2020-03-25,Paradiso
Jazz Suite No.2: 6. Waltz II,Dmitri Shostakovich,39,"['classical', 'classical performance', 'orchestra']",0.213,0.177,0,-17.848,0,0.0292,0.975,0.869,0.079,0.384,89.316,Amsterdam,2020-03-25,Het Concertgebouw
Jazz Suite No.2: 4. Waltz I,Dmitri Shostakovich,16,"['classical', 'classical performance', 'orchestra']",0.157,0.195,10,-18.487,1,0.0438,0.932,0.93,0.122,0.169,177.949,Amsterdam,2020-03-25,Het Concertgebouw
"Rachmaninov: Piano Concerto No. 3 in D Minor, Op. 30: II. Intermezzo",Sergei Rachmaninoff,42,"['classical', 'classical performance', 'orchestra']",0.133,0.0426,5,-27.609,0,0.0372,0.988,0.881,0.369,0.0358,80.867,Amsterdam,2020-03-25,Het Concertgebouw
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",Ludwig van Beethoven,21,"['classical', 'classical performance', 'orchestra']",0.319,0.298,0,-13.213,0,0.0444,0.964,0.9,0.0927,0.21,91.46,Amsterdam,2020-03-25,Het Concertgebouw
"Arpeggione Sonata in A Minor, D. 821 (arr. G. Cassado): I. Allegro moderato",Franz Schubert,38,"['classical', 'classical performance', 'orchestra']",0.249,0.206,9,-17.581,0,0.0452,0.984,0.858,0.756,0.264,88.945,Amsterdam,2020-03-25,Het Concertgebouw
Bohemian Forest,Pantha Du Prince,22,"['electronica', 'hamburg electronic', 'microhouse', 'minimal techno']",0.742,0.719,10,-11.542,0,0.0433,0.00105,0.903,0.548,0.317,126.009,Amsterdam,2020-03-26,Melkweg
Lay In A Shimmer,Pantha Du Prince,23,"['electronica', 'hamburg electronic', 'microhouse', 'minimal techno']",0.665,0.64,0,-12.267,1,0.0427,0.000814,0.853,0.51,0.0726,124.014,Amsterdam,2020-03-26,Melkweg
Dream Yourself Awake (Solomun Remix),Pantha Du Prince,32,"['electronica', 'hamburg electronic', 'microhouse', 'minimal techno']",0.699,0.449,8,-11.417,1,0.0288,0.000908,0.8,0.107,0.0961,124.018,Amsterdam,2020-03-26,Melkweg
Four Tet version of “Stick To My Side”,Pantha Du Prince,32,"['electronica', 'hamburg electronic', 'microhouse', 'minimal techno']",0.638,0.751,7,-10.28,1,0.0363,0.0859,0.938,0.0953,0.413,124.005,Amsterdam,2020-03-26,Melkweg
Suzan - Original Mix,Pantha Du Prince,30,"['electronica', 'hamburg electronic', 'microhouse', 'minimal techno']",0.84,0.535,4,-9.222,0,0.0825,0.00385,0.709,0.132,0.206,127.009,Amsterdam,2020-03-26,Melkweg
Heart Attack,Scarlxrd,66,"['dark trap', 'emo rap', 'scream rap', 'underground hip hop', 'vapor trap']",0.585,0.895,11,-3.663,0,0.136,0.0505,0.00423,0.32,0.181,119.904,Amsterdam,2020-03-26,Melkweg Max
6 Feet,Scarlxrd,60,"['dark trap', 'emo rap', 'scream rap', 'underground hip hop', 'vapor trap']",0.646,0.963,8,-0.092,1,0.288,0.00498,0,0.309,0.539,149.987,Amsterdam,2020-03-26,Melkweg Max
"King, Scar.",Scarlxrd,60,"['dark trap', 'emo rap', 'scream rap', 'underground hip hop', 'vapor trap']",0.714,0.853,5,-4.9,0,0.304,0.205,0,0.116,0.178,102.034,Amsterdam,2020-03-26,Melkweg Max
LIVING LEGEND,Scarlxrd,56,"['dark trap', 'emo rap', 'scream rap', 'underground hip hop', 'vapor trap']",0.757,0.821,6,-6.177,1,0.167,0.0494,0.00453,0.428,0.658,139.869,Amsterdam,2020-03-26,Melkweg Max
GXLD,Scarlxrd,55,"['dark trap', 'emo rap', 'scream rap', 'underground hip hop', 'vapor trap']",0.848,0.821,9,-3.805,1,0.27,0.103,3.03e-05,0.193,0.61,139.975,Amsterdam,2020-03-26,Melkweg Max
Arcade,Duncan Laurence,71,['dutch pop'],0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,Amsterdam,2020-03-26,Ziggo Dome
Love Don’t Hate It,Duncan Laurence,68,['dutch pop'],0.561,0.564,7,-9.268,0,0.0548,0.154,0,0.114,0.473,83.965,Amsterdam,2020-03-26,Ziggo Dome
Arcade - Acoustic Version,Duncan Laurence,49,['dutch pop'],0.32,0.147,9,-12.851,0,0.0395,0.935,2.24e-06,0.096,0.502,141.608,Amsterdam,2020-03-26,Ziggo Dome
Arcade - Eurovision 2019 - Netherlands / Karaoke Version,Duncan Laurence,36,['dutch pop'],0.515,0.247,9,-12.643,0,0.0374,0.56,0.874,0.132,0.0775,72.013,Amsterdam,2020-03-26,Ziggo Dome
Hoe Het Danst,Marco Borsato,71,"['dutch pop', 'dutch rock']",0.686,0.86,4,-3.358,1,0.0517,0.0597,0,0.19,0.417,130.027,Amsterdam,2020-03-26,AFAS Live
Duurt Te Lang,Davina Michelle,66,"['dutch pop', 'dutch rock']",0.638,0.444,7,-14.221,1,0.196,0.127,0,0.0905,0.151,173.707,Amsterdam,2020-03-26,AFAS Live
Better Now,Davina Michelle,61,"['dutch pop', 'dutch rock']",0.488,0.728,7,-4.457,1,0.0827,0.0795,0,0.309,0.267,158.225,Amsterdam,2020-03-26,AFAS Live
Skyward,Davina Michelle,61,"['dutch pop', 'dutch rock']",0.489,0.861,7,-3.552,0,0.128,0.247,0,0.107,0.245,101.932,Amsterdam,2020-03-26,AFAS Live
Voorbij,Tino Martin,57,"['dutch pop', 'dutch rock']",0.464,0.374,8,-10.09,1,0.0301,0.309,0,0.642,0.19,120.372,Amsterdam,2020-03-26,AFAS Live
Pantomima,Greg Dulli,35,[],0.461,0.772,2,-2.641,1,0.033,0.000667,0.466,0.345,0.252,98.008,Amsterdam,2020-03-26,"Paradiso Noord, Tolhuistuin"
It Falls Apart,Greg Dulli,31,[],0.492,0.829,7,-3.958,1,0.03,0.000264,0.438,0.258,0.335,111.996,Amsterdam,2020-03-26,"Paradiso Noord, Tolhuistuin"
So Tight,Greg Dulli,23,[],0.516,0.939,0,-5.953,1,0.0789,0.00534,2.64e-05,0.108,0.64,91.295,Amsterdam,2020-03-26,"Paradiso Noord, Tolhuistuin"
Pussywillow,Greg Dulli,20,[],0.531,0.813,0,-7.038,1,0.0312,0.000367,0.000557,0.102,0.732,114.534,Amsterdam,2020-03-26,"Paradiso Noord, Tolhuistuin"
The Killer,Greg Dulli,19,[],0.361,0.421,3,-10.013,1,0.0278,0.781,0,0.975,0.323,138.362,Amsterdam,2020-03-26,"Paradiso Noord, Tolhuistuin"
Asterix,Gallowstreet,35,['street band'],0.798,0.668,2,-7.987,1,0.0329,0.148,0.812,0.0493,0.902,105.052,Amsterdam,2020-03-26,Paradiso
Hattori,Gallowstreet,27,['street band'],0.447,0.59,2,-7.36,0,0.119,0.347,0.695,0.0918,0.177,183.35,Amsterdam,2020-03-26,Paradiso
Hot Lava Sex Machine,Gallowstreet,24,['street band'],0.595,0.553,1,-10.538,0,0.125,0.436,0.9,0.082,0.902,156.535,Amsterdam,2020-03-26,Paradiso
Battleplan,Gallowstreet,20,['street band'],0.562,0.605,11,-7.732,1,0.143,0.484,0.892,0.0485,0.0992,96.575,Amsterdam,2020-03-26,Paradiso
Diesel,Gallowstreet,20,['street band'],0.785,0.774,8,-7.779,1,0.365,0.246,0.902,0.0314,0.272,131.009,Amsterdam,2020-03-26,Paradiso
Soms Is Het Te Laat,WIES,46,"['dutch indie', 'dutch pop', 'dutch rock']",0.565,0.49,6,-6.803,0,0.0278,0.0312,8.11e-06,0.316,0.543,104.978,Amsterdam,2020-03-26,Paradiso
Radiostilte,WIES,40,"['dutch indie', 'dutch pop', 'dutch rock']",0.737,0.564,4,-9.175,1,0.053,0.109,2.48e-05,0.0933,0.582,138.988,Amsterdam,2020-03-26,Paradiso
La Cumbia Maldita,Mamihlapinatapai,7,[],0.778,0.541,8,-9.063,1,0.0781,0.226,3.06e-06,0.0484,0.637,107.974,Amsterdam,2020-03-26,Paradiso
Suave,Mamihlapinatapai,7,[],0.567,0.387,7,-8.211,0,0.0828,0.254,0,0.1,0.599,141.426,Amsterdam,2020-03-26,Paradiso
Camino del Sol,Mamihlapinatapai,5,[],0.507,0.657,2,-8.619,0,0.298,0.193,6.68e-06,0.16,0.437,174.885,Amsterdam,2020-03-26,Paradiso
Plántico,Mamihlapinatapai,4,[],0.62,0.711,5,-5.532,1,0.0395,0.0208,4.01e-06,0.452,0.944,162.0,Amsterdam,2020-03-26,Paradiso
Yo Soy,Mamihlapinatapai,4,[],0.699,0.409,2,-8.825,0,0.073,0.184,6.82e-06,0.366,0.775,140.185,Amsterdam,2020-03-26,Paradiso
De Toiletjuffrouw,Tineke Schouten,8,['streektaal'],0.586,0.837,5,-9.015,1,0.916,0.835,0,0.614,0.437,117.188,Amsterdam,2020-03-26,Theater De Meervaart
Bep Lachebek In De Gevangenis,Tineke Schouten,7,['streektaal'],0.62,0.825,7,-7.405,1,0.888,0.817,0,0.331,0.327,112.731,Amsterdam,2020-03-26,Theater De Meervaart
Snelkassa,Tineke Schouten,6,['streektaal'],0.516,0.614,8,-16.119,1,0.939,0.686,0,0.218,0.232,89.728,Amsterdam,2020-03-26,Theater De Meervaart
Dialectenlied,Tineke Schouten,6,['streektaal'],0.837,0.643,10,-9.754,0,0.117,0.768,0,0.284,0.886,118.758,Amsterdam,2020-03-26,Theater De Meervaart
Golfster,Tineke Schouten,5,['streektaal'],0.536,0.801,7,-11.132,1,0.943,0.866,0,0.981,0.426,85.896,Amsterdam,2020-03-26,Theater De Meervaart
Twisted,Keith Sweat,62,"['dance pop', 'funk', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.615,0.514,11,-9.759,1,0.0466,0.393,0,0.248,0.822,175.849,Amsterdam,2020-03-27,The Box - Amsterdam
Nobody (feat. Athena Cage),Keith Sweat,61,"['dance pop', 'funk', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.699,0.492,9,-9.449,0,0.0318,0.484,0,0.0482,0.388,117.907,Amsterdam,2020-03-27,The Box - Amsterdam
Make It Last Forever (with Jacci McGhee),Keith Sweat,52,"['dance pop', 'funk', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.494,0.511,4,-12.054,0,0.0825,0.0325,0,0.641,0.506,168.255,Amsterdam,2020-03-27,The Box - Amsterdam
I Want Her,Keith Sweat,51,"['dance pop', 'funk', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.757,0.496,11,-8.031,0,0.0467,0.00219,9.27e-05,0.0395,0.862,107.963,Amsterdam,2020-03-27,The Box - Amsterdam
I'll Give All My Love to You,Keith Sweat,50,"['dance pop', 'funk', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.62,0.514,8,-7.948,1,0.0417,0.431,0,0.148,0.453,140.062,Amsterdam,2020-03-27,The Box - Amsterdam
This Is How We Do It,Montell Jordan,64,"['hip pop', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",0.799,0.623,0,-9.374,1,0.0812,0.0141,0,0.43,0.773,103.649,Amsterdam,2020-03-27,The Box - Amsterdam
Get It On Tonite,Montell Jordan,51,"['hip pop', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",0.807,0.498,10,-9.91,0,0.0755,0.259,3.04e-05,0.0618,0.857,99.001,Amsterdam,2020-03-27,The Box - Amsterdam
This Is How We Do It,Montell Jordan,54,"['hip pop', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",0.775,0.606,0,-9.86,1,0.12,0.042,0,0.523,0.788,103.648,Amsterdam,2020-03-27,The Box - Amsterdam
This Is How We Do It,Fresh Mode,46,"['hip pop', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",0.822,0.867,5,-4.398,0,0.0449,0.0436,0,0.0875,0.595,120.025,Amsterdam,2020-03-27,The Box - Amsterdam
What's On Tonight,Montell Jordan,43,"['hip pop', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",0.826,0.447,5,-11.535,1,0.0442,0.33,3.2e-06,0.126,0.434,111.806,Amsterdam,2020-03-27,The Box - Amsterdam
Desert Raven,Jonathan Wilson,41,"['chamber pop', 'freak folk', 'modern folk rock', 'neo-psychedelic', 'pop rock']",0.545,0.582,9,-10.955,0,0.0293,0.0126,0.146,0.0774,0.381,94.542,Amsterdam,2020-03-27,Het Zonnehuis
Loving You,Jonathan Wilson,44,"['chamber pop', 'freak folk', 'modern folk rock', 'neo-psychedelic', 'pop rock']",0.635,0.603,0,-7.643,1,0.0255,0.204,0.194,0.11,0.448,128.969,Amsterdam,2020-03-27,Het Zonnehuis
Trafalgar Square,Jonathan Wilson,43,"['chamber pop', 'freak folk', 'modern folk rock', 'neo-psychedelic', 'pop rock']",0.451,0.582,9,-8.806,1,0.0331,0.0785,0.013,0.336,0.198,114.88,Amsterdam,2020-03-27,Het Zonnehuis
Korean Tea,Jonathan Wilson,36,"['chamber pop', 'freak folk', 'modern folk rock', 'neo-psychedelic', 'pop rock']",0.547,0.365,4,-10.87,0,0.0279,0.479,0.167,0.0686,0.355,136.577,Amsterdam,2020-03-27,Het Zonnehuis
Fazon,Jonathan Wilson,32,"['chamber pop', 'freak folk', 'modern folk rock', 'neo-psychedelic', 'pop rock']",0.467,0.489,4,-10.856,0,0.0391,0.243,0.016,0.171,0.554,173.165,Amsterdam,2020-03-27,Het Zonnehuis
Suddenly,Drugdealer,60,"['freak folk', 'indie garage rock', 'indie rock', 'neo-psychedelic']",0.651,0.465,4,-7.538,1,0.0328,0.503,0.0455,0.495,0.585,107.75,Amsterdam,2020-03-27,De Nieuwe Anita
The Real World,Drugdealer,51,"['freak folk', 'indie garage rock', 'indie rock', 'neo-psychedelic']",0.608,0.359,2,-8.916,1,0.0324,0.489,0,0.267,0.293,118.15,Amsterdam,2020-03-27,De Nieuwe Anita
The End Of Comedy,Drugdealer,48,"['freak folk', 'indie garage rock', 'indie rock', 'neo-psychedelic']",0.545,0.3,3,-6.723,1,0.0312,0.903,0,0.179,0.43,112.938,Amsterdam,2020-03-27,De Nieuwe Anita
Sea of Nothing,Drugdealer,47,"['freak folk', 'indie garage rock', 'indie rock', 'neo-psychedelic']",0.669,0.647,5,-6.401,1,0.0345,0.494,0.0176,0.156,0.211,81.018,Amsterdam,2020-03-27,De Nieuwe Anita
Honey,Drugdealer,43,"['freak folk', 'indie garage rock', 'indie rock', 'neo-psychedelic']",0.636,0.516,6,-9.482,1,0.0283,0.351,6.52e-05,0.272,0.514,145.028,Amsterdam,2020-03-27,De Nieuwe Anita
In the No Air,Robbing Millions,12,[],0.591,0.734,1,-5.014,0,0.0263,0.196,0,0.169,0.571,128.059,Amsterdam,2020-03-27,De Nieuwe Anita
WIAGW,Robbing Millions,7,[],0.409,0.808,11,-5.076,1,0.043,0.0331,0.0572,0.128,0.335,119.885,Amsterdam,2020-03-27,De Nieuwe Anita
Eight Is the Figure That I Like the Most,Robbing Millions,5,[],0.509,0.803,2,-5.458,1,0.0362,0.0206,3.48e-05,0.195,0.283,110.036,Amsterdam,2020-03-27,De Nieuwe Anita
Dinosaur,Robbing Millions,5,[],0.309,0.741,2,-7.716,1,0.0646,0.0283,0.008,0.0972,0.372,172.846,Amsterdam,2020-03-27,De Nieuwe Anita
The Mountain,Robbing Millions,5,[],0.529,0.651,4,-7.96,1,0.0266,0.455,0.679,0.194,0.798,147.978,Amsterdam,2020-03-27,De Nieuwe Anita
Ze Huilt Maar Ze Lacht,Maan,58,"['dutch pop', 'dutch rock']",0.56,0.36,8,-13.116,1,0.0336,0.853,9.92e-06,0.112,0.178,78.08,Amsterdam,2020-03-27,Paradiso
Hij Is Van Mij (feat. Bizzey),Kris Kross Amsterdam,67,"['dutch pop', 'dutch rock']",0.689,0.794,4,-5.085,0,0.0872,0.206,0,0.581,0.627,99.985,Amsterdam,2020-03-27,Paradiso
Zo Kan Het Dus Ook,Maan,55,"['dutch pop', 'dutch rock']",0.579,0.671,6,-5.901,1,0.119,0.57,0,0.217,0.842,91.764,Amsterdam,2020-03-27,Paradiso
Onverstaanbaar,Maan,61,"['dutch pop', 'dutch rock']",0.593,0.461,1,-7.558,1,0.115,0.635,2.65e-06,0.122,0.582,141.943,Amsterdam,2020-03-27,Paradiso
Als Ik Ga (ft. Sevn Alias),Maan,60,"['dutch pop', 'dutch rock']",0.607,0.673,5,-6.362,0,0.221,0.0951,2.36e-05,0.177,0.58,168.406,Amsterdam,2020-03-27,Paradiso
Old Soul - Acoustic,Hudson Taylor,53,"['folk-pop', 'indie anthem-folk']",0.296,0.249,2,-12.876,1,0.0283,0.348,7.41e-05,0.152,0.303,141.198,Amsterdam,2020-03-27,Paradiso
What Do You Mean?,Hudson Taylor,49,"['folk-pop', 'indie anthem-folk']",0.522,0.959,9,-2.719,0,0.104,0.000131,0,0.333,0.6,91.991,Amsterdam,2020-03-27,Paradiso
Back to You,Hudson Taylor,46,"['folk-pop', 'indie anthem-folk']",0.594,0.846,7,-3.315,1,0.0704,0.0357,0,0.0896,0.745,116.087,Amsterdam,2020-03-27,Paradiso
Run with Me - Acoustic,Hudson Taylor,45,"['folk-pop', 'indie anthem-folk']",0.664,0.439,0,-8.035,1,0.0451,0.454,0,0.158,0.514,135.002,Amsterdam,2020-03-27,Paradiso
Sound the Alarm - Demo,Hudson Taylor,44,"['folk-pop', 'indie anthem-folk']",0.567,0.759,11,-6.666,0,0.0343,0.551,1.59e-06,0.106,0.0555,159.913,Amsterdam,2020-03-27,Paradiso
All I Want,Emma Bale,58,['belgian pop'],0.28,0.122,0,-10.865,1,0.0478,0.945,7.86e-06,0.117,0.128,181.331,Amsterdam,2020-03-27,Paradiso
Run - Lost Frequencies Radio Edit,Emma Bale,54,['belgian pop'],0.71,0.61,3,-6.316,1,0.0271,0.0371,0.00178,0.133,0.457,125.018,Amsterdam,2020-03-27,Paradiso
Fortune Cookie,Emma Bale,52,['belgian pop'],0.63,0.474,5,-6.536,1,0.0541,0.414,0,0.278,0.362,95.024,Amsterdam,2020-03-27,Paradiso
Joan,Emma Bale,41,['belgian pop'],0.652,0.64,0,-6.448,1,0.0533,0.579,0.000129,0.177,0.351,92.061,Amsterdam,2020-03-27,Paradiso
Cut Loose,Emma Bale,37,['belgian pop'],0.73,0.602,8,-5.183,0,0.0426,0.202,0,0.112,0.368,104.059,Amsterdam,2020-03-27,Paradiso
High On You,Jeangu Macrooy,47,"['dutch indie', 'dutch pop', 'dutch rock']",0.599,0.382,7,-8.259,1,0.041,0.596,1.46e-05,0.199,0.597,162.845,Amsterdam,2020-03-27,De Kleine Komedie Theaterzaal
Step Into The Water,Jeangu Macrooy,46,"['dutch indie', 'dutch pop', 'dutch rock']",0.777,0.606,1,-7.74,0,0.0337,0.601,1.97e-05,0.122,0.669,114.022,Amsterdam,2020-03-27,De Kleine Komedie Theaterzaal
Good Thing,Jeangu Macrooy,41,"['dutch indie', 'dutch pop', 'dutch rock']",0.785,0.574,6,-8.818,0,0.0418,0.388,0,0.0863,0.673,76.985,Amsterdam,2020-03-27,De Kleine Komedie Theaterzaal
Dance With Me,Jeangu Macrooy,28,"['dutch indie', 'dutch pop', 'dutch rock']",0.779,0.566,0,-6.925,1,0.0485,0.141,0,0.0969,0.576,134.91,Amsterdam,2020-03-27,De Kleine Komedie Theaterzaal
How Much I Love You,Jeangu Macrooy,28,"['dutch indie', 'dutch pop', 'dutch rock']",0.724,0.501,1,-8.417,0,0.0457,0.417,0,0.294,0.731,132.015,Amsterdam,2020-03-27,De Kleine Komedie Theaterzaal
Driver's Seat,Sniff 'n' The Tears,53,['classic uk pop'],0.741,0.797,11,-7.948,0,0.0371,0.00286,0.0206,0.191,0.979,133.011,Amsterdam,2020-03-27,Melkweg
"Driver's Seat (12""Version)",Sniff 'n' The Tears,39,['classic uk pop'],0.793,0.732,7,-7.937,1,0.0617,0.000104,0.137,0.0945,0.975,133.095,Amsterdam,2020-03-27,Melkweg
Hungry Eyes,Sniff 'n' The Tears,24,['classic uk pop'],0.65,0.836,9,-9.016,1,0.0385,0.000494,0.109,0.122,0.917,144.034,Amsterdam,2020-03-27,Melkweg
New Lines On Love,Sniff 'n' The Tears,11,['classic uk pop'],0.637,0.703,8,-8.711,0,0.0392,0.291,0.00192,0.0632,0.872,121.879,Amsterdam,2020-03-27,Melkweg
Take Me Home,Sniff 'n' The Tears,18,['classic uk pop'],0.803,0.731,5,-8.759,0,0.0344,0.206,0.0452,0.0866,0.854,120.03,Amsterdam,2020-03-27,Melkweg
"6 Impromptus, Op. 5: Impromptu V",Jean Sibelius,49,"['classical', 'classical performance', 'classical piano']",0.265,0.0156,11,-31.633,0,0.045,0.987,0.949,0.365,0.0359,71.978,Amsterdam,2020-03-27,Muziekgebouw aan 't IJ
"Chopin: Piano Sonata No. 2 in B-Flat Minor, Op. 35, ""Funeral March"": III. Marche funèbre (Lento)",Frédéric Chopin,48,"['classical', 'classical performance', 'classical piano']",0.311,0.00326,1,-24.979,1,0.0614,0.993,0.949,0.0803,0.0656,66.356,Amsterdam,2020-03-27,Muziekgebouw aan 't IJ
Piano Sonata No. 1 in C minor Op.4: I. Allegro maestoso,Frédéric Chopin,10,"['classical', 'classical performance', 'classical piano']",0.228,0.143,0,-21.903,0,0.0405,0.983,0.934,0.0766,0.134,75.522,Amsterdam,2020-03-27,Muziekgebouw aan 't IJ
"Chopin: Impromptu No. 1 in A-Flat Major, Op. 29",Frédéric Chopin,46,"['classical', 'classical performance', 'classical piano']",0.274,0.0362,8,-29.165,1,0.0401,0.993,0.939,0.0972,0.0695,79.543,Amsterdam,2020-03-27,Muziekgebouw aan 't IJ
"Chopin: Etude in A Minor, Op. 25 No. 11, ""Winter Wind""",Frédéric Chopin,44,"['classical', 'classical performance', 'classical piano']",0.236,0.288,0,-19.28,1,0.0381,0.966,0.914,0.0954,0.0703,86.123,Amsterdam,2020-03-27,Muziekgebouw aan 't IJ
Wat Heb Je Nou Gedaan,Ruben Annink,57,"['dutch pop', 'dutch singer-songwriter']",0.504,0.432,4,-9.9,1,0.0296,0.751,5.21e-06,0.117,0.363,100.097,Amsterdam,2020-03-27,Paradiso
Wie Ze Was,Ruben Annink,55,"['dutch pop', 'dutch singer-songwriter']",0.668,0.302,5,-10.667,1,0.0364,0.669,3.58e-05,0.0861,0.181,90.029,Amsterdam,2020-03-27,Paradiso
Een Op Het Leven,Ruben Annink,51,"['dutch pop', 'dutch singer-songwriter']",0.655,0.504,5,-8.662,1,0.0526,0.527,0,0.0924,0.382,89.875,Amsterdam,2020-03-27,Paradiso
