"name", "artist", "popularity", "genres", "danceability", "energy", "key", "loudness","mode", "speechiness", "acousticness", "instrumentalness", "liveness", "valence", "tempo","city", "date", "venue"
"Piano Quintet in E Flat Major, Op.44: Piano Quintet in E Flat Major, Op.44: IV. Finale. Allegro, ma non troppo",Robert Schumann,31,"['classical performance', 'classical piano', 'historically informed performance']",0.408,0.197,3,-18.376,1,0.0377,0.986,0.807,0.141,0.377,132.562,Amsterdam,2020-03-20,Muziekgebouw aan 't IJ
"Piano Trio No. 2 in F Major, Op. 80: Piano Trio No. 2 in F Major, Op. 80: III. In mäßiger Bewegung",Robert Schumann,30,"['classical performance', 'classical piano', 'historically informed performance']",0.209,0.0215,10,-30.466,0,0.043,0.979,0.411,0.0704,0.164,87.861,Amsterdam,2020-03-20,Muziekgebouw aan 't IJ
"24 Preludes & Fugues, Op. 87: Prelude no.13 in F sharp minor. Moderato con moto",Dmitri Shostakovich,28,"['classical performance', 'classical piano', 'historically informed performance']",0.217,0.0027,6,-38.644,1,0.0492,0.995,0.907,0.0956,0.229,72.034,Amsterdam,2020-03-20,Muziekgebouw aan 't IJ
El-Shayyalin,Rima Khcheich,28,['dutch jazz'],0.546,0.227,7,-10.468,0,0.0362,0.909,1.53e-06,0.103,0.31,87.422,Amsterdam,2020-03-20,Bimhuis
Harrama el-Nawma,Rima Khcheich,27,['dutch jazz'],0.537,0.207,0,-10.78,0,0.0287,0.907,0.000174,0.0877,0.387,104.774,Amsterdam,2020-03-20,Bimhuis
Kalam el-Leil,Rima Khcheich,22,['dutch jazz'],0.611,0.275,0,-9.759,1,0.032,0.898,1.23e-05,0.129,0.345,124.935,Amsterdam,2020-03-20,Bimhuis
Mawwal Walaw,Rima Khcheich,12,['dutch jazz'],0.439,0.126,0,-16.129,0,0.0526,0.945,0.015,0.379,0.126,112.563,Amsterdam,2020-03-20,Bimhuis
Haflet Taraf,Rima Khcheich,10,['dutch jazz'],0.712,0.288,2,-10.274,0,0.0417,0.683,3.67e-05,0.338,0.719,120.089,Amsterdam,2020-03-20,Bimhuis
El Secreto Del Metalero,Conjunto Papa Upa,8,[],0.687,0.769,5,-6.373,1,0.0674,0.179,0.114,0.0901,0.785,129.966,Amsterdam,2020-03-20,Paradiso
Camuri Chico,Conjunto Papa Upa,1,[],0.603,0.593,1,-11.789,1,0.0345,0.298,0.934,0.0679,0.972,126.108,Amsterdam,2020-03-20,Paradiso
Chicharron Peluo,Conjunto Papa Upa,6,[],0.554,0.731,0,-6.553,1,0.043,0.312,0.0167,0.0581,0.73,127.483,Amsterdam,2020-03-20,Paradiso
El Jalabolismo,Conjunto Papa Upa,4,[],0.548,0.844,6,-5.449,1,0.0447,0.478,0.12,0.164,0.882,150.211,Amsterdam,2020-03-20,Paradiso
Vintage Voudou,Conjunto Papa Upa,3,[],0.746,0.823,7,-6.214,1,0.0926,0.0256,0.509,0.0811,0.962,130.202,Amsterdam,2020-03-20,Paradiso
I Was Made For Loving You,Tori Kelly,64,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",0.417,0.349,2,-11.984,1,0.0285,0.346,0,0.0963,0.198,145.505,Amsterdam,2020-03-21,Melkweg
Dear No One,Tori Kelly,66,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",0.627,0.592,6,-5.977,1,0.314,0.126,0,0.111,0.462,167.882,Amsterdam,2020-03-21,Melkweg
Paper Hearts,Tori Kelly,63,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",0.416,0.233,3,-10.988,1,0.0347,0.882,0,0.0934,0.242,68.853,Amsterdam,2020-03-21,Melkweg
Hallelujah,Tori Kelly,62,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",0.229,0.239,1,-9.146,0,0.0307,0.791,0,0.117,0.202,94.69,Amsterdam,2020-03-21,Melkweg
All In My Head,Tori Kelly,60,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",0.675,0.506,6,-7.69,1,0.0857,0.105,0,0.0586,0.322,129.884,Amsterdam,2020-03-21,Melkweg
Seashore,The Regrettes,54,"['indie pop', 'la indie']",0.532,0.585,7,-4.517,1,0.0556,0.0546,0,0.0588,0.508,132.265,Amsterdam,2020-03-21,"Paradiso Noord, Tolhuistuin"
I Dare You,The Regrettes,52,"['indie pop', 'la indie']",0.509,0.883,1,-3.206,1,0.0529,0.00681,1.8e-06,0.0471,0.863,203.997,Amsterdam,2020-03-21,"Paradiso Noord, Tolhuistuin"
Pumpkin,The Regrettes,51,"['indie pop', 'la indie']",0.563,0.617,10,-4.166,1,0.035,0.0146,0,0.128,0.229,119.949,Amsterdam,2020-03-21,"Paradiso Noord, Tolhuistuin"
California Friends,The Regrettes,51,"['indie pop', 'la indie']",0.601,0.676,9,-4.423,1,0.0926,0.00414,0,0.186,0.391,167.92,Amsterdam,2020-03-21,"Paradiso Noord, Tolhuistuin"
Hey Now,The Regrettes,44,"['indie pop', 'la indie']",0.243,0.861,0,-2.566,1,0.0513,0.000315,2.77e-06,0.0638,0.737,183.826,Amsterdam,2020-03-21,"Paradiso Noord, Tolhuistuin"
Scheef,Eefje de Visser,49,"['dutch indie', 'dutch pop', 'dutch rock']",0.435,0.369,4,-16.66,1,0.0481,0.686,0.27,0.0829,0.108,175.878,Amsterdam,2020-03-21,Paradiso
Ongeveer,Eefje de Visser,48,"['dutch indie', 'dutch pop', 'dutch rock']",0.545,0.147,6,-18.168,0,0.0281,0.972,0.716,0.104,0.0688,92.34,Amsterdam,2020-03-21,Paradiso
Oh,Eefje de Visser,45,"['dutch indie', 'dutch pop', 'dutch rock']",0.686,0.426,9,-11.592,0,0.0605,0.533,0.0133,0.114,0.124,125.025,Amsterdam,2020-03-21,Paradiso
Bitterzoet,Eefje de Visser,48,"['dutch indie', 'dutch pop', 'dutch rock']",0.589,0.434,2,-9.791,0,0.0373,0.54,0.00204,0.102,0.151,133.028,Amsterdam,2020-03-21,Paradiso
Zwarte Zon,Eefje de Visser,47,"['dutch indie', 'dutch pop', 'dutch rock']",0.586,0.377,9,-11.192,0,0.0324,0.389,0.623,0.0913,0.188,139.87,Amsterdam,2020-03-21,Paradiso
Bright Star - Sunset Mix,Stimming,42,"['british singer-songwriter', 'british soul']",0.967,0.286,5,-13.425,0,0.347,0.276,0.261,0.0868,0.742,125.023,Amsterdam,2020-03-21,"Paradiso Noord, Tolhuistuin"
North Marine Drive,Ben Watt,38,"['british singer-songwriter', 'british soul']",0.601,0.126,2,-18.448,1,0.0339,0.981,0.132,0.122,0.215,112.251,Amsterdam,2020-03-21,"Paradiso Noord, Tolhuistuin"
Figures In The Landscape,Ben Watt,33,"['british singer-songwriter', 'british soul']",0.506,0.695,7,-6.23,0,0.0301,0.0498,0.00589,0.0937,0.608,121.621,Amsterdam,2020-03-21,"Paradiso Noord, Tolhuistuin"
"You’ve Changed, I’ve Changed",Ben Watt,33,"['british singer-songwriter', 'british soul']",0.443,0.396,0,-10.492,1,0.0595,0.71,0.429,0.205,0.406,169.758,Amsterdam,2020-03-21,"Paradiso Noord, Tolhuistuin"
Summer Ghosts,Ben Watt,31,"['british singer-songwriter', 'british soul']",0.635,0.406,3,-8.743,0,0.0403,0.459,0.00428,0.14,0.271,120.256,Amsterdam,2020-03-21,"Paradiso Noord, Tolhuistuin"
Two Kids,David Keenan,55,"['indie anthem-folk', 'irish singer-songwriter']",0.402,0.267,11,-10.299,1,0.0402,0.687,0.000212,0.097,0.255,112.572,Amsterdam,2020-03-21,Paradiso
Postcards from Catalonia,David Keenan,54,"['indie anthem-folk', 'irish singer-songwriter']",0.412,0.207,4,-8.589,1,0.0807,0.774,0,0.102,0.203,82.45,Amsterdam,2020-03-21,Paradiso
Good Old Days,David Keenan,49,"['indie anthem-folk', 'irish singer-songwriter']",0.482,0.407,10,-8.585,0,0.0346,0.252,4.14e-06,0.1,0.258,130.33,Amsterdam,2020-03-21,Paradiso
The Friary,David Keenan,45,"['indie anthem-folk', 'irish singer-songwriter']",0.593,0.334,6,-7.545,1,0.0518,0.781,0,0.107,0.394,95.308,Amsterdam,2020-03-21,Paradiso
The Groundskeeper,David Keenan,42,"['indie anthem-folk', 'irish singer-songwriter']",0.45,0.365,7,-7.825,1,0.0336,0.823,0.000147,0.158,0.191,68.101,Amsterdam,2020-03-21,Paradiso
XTC,Solardo,60,"['bass house', 'deep groove house', 'deep house', 'disco house', 'funky tech house', 'house', 'tech house']",0.703,0.93,3,-6.5,0,0.0665,0.00754,0.00304,0.219,0.587,128.006,Amsterdam,2020-03-21,Thuishaven Festivalterrein
Come Together,Eli Brown,57,"['bass house', 'deep groove house', 'deep house', 'disco house', 'funky tech house', 'house', 'tech house']",0.711,0.783,1,-7.838,1,0.0462,0.0195,0.895,0.0422,0.456,126.975,Amsterdam,2020-03-21,Thuishaven Festivalterrein
Better When,Eli Brown,51,"['bass house', 'deep groove house', 'deep house', 'disco house', 'funky tech house', 'house', 'tech house']",0.715,0.883,3,-6.256,1,0.0496,0.00124,0.365,0.0928,0.846,125.014,Amsterdam,2020-03-21,Thuishaven Festivalterrein
Inside My Head,Noizu,47,"['bass house', 'deep groove house', 'deep house', 'disco house', 'funky tech house', 'house', 'tech house']",0.728,0.963,9,-6.548,1,0.0428,0.000699,0.895,0.0675,0.967,126.976,Amsterdam,2020-03-21,Thuishaven Festivalterrein
XTC - Sosa Remix,Solardo,47,"['bass house', 'deep groove house', 'deep house', 'disco house', 'funky tech house', 'house', 'tech house']",0.727,0.726,1,-8.661,1,0.0598,0.00262,0.221,0.0864,0.432,126.007,Amsterdam,2020-03-21,Thuishaven Festivalterrein
Control,Brooke Bentham,44,['british singer-songwriter'],0.554,0.482,2,-7.708,1,0.0344,0.0232,0.00245,0.12,0.346,109.916,Amsterdam,2020-03-21,Paradiso
Perform for You,Brooke Bentham,34,['british singer-songwriter'],0.443,0.71,2,-5.93,1,0.0321,0.0299,0.156,0.283,0.216,106.227,Amsterdam,2020-03-21,Paradiso
I Need Your Body,Brooke Bentham,31,['british singer-songwriter'],0.465,0.451,9,-7.254,0,0.0272,0.103,0.00677,0.0891,0.0905,79.886,Amsterdam,2020-03-21,Paradiso
Oliver,Brooke Bentham,30,['british singer-songwriter'],0.427,0.228,2,-11.209,1,0.0287,0.793,0.073,0.111,0.163,113.217,Amsterdam,2020-03-21,Paradiso
Have to Be Around You,Brooke Bentham,29,['british singer-songwriter'],0.518,0.511,0,-8.398,0,0.0255,0.521,0.0361,0.118,0.322,98.02,Amsterdam,2020-03-21,Paradiso
Ghosting,Spinning Coin,29,['scottish indie'],0.263,0.941,4,-5.374,0,0.0833,1.67e-05,0.000508,0.137,0.474,159.803,Amsterdam,2020-03-21,Cinetol
Feel You More Than World Right Now,Spinning Coin,18,['scottish indie'],0.304,0.863,2,-4.973,1,0.0461,5.02e-05,0.000267,0.249,0.822,153.714,Amsterdam,2020-03-21,Cinetol
Visions At The Stars,Spinning Coin,13,['scottish indie'],0.462,0.763,2,-10.273,1,0.0638,0.22,1.25e-05,0.27,0.42,100.766,Amsterdam,2020-03-21,Cinetol
Sleepless,Spinning Coin,13,['scottish indie'],0.433,0.721,4,-11.012,0,0.0287,0.0253,0.0127,0.0706,0.806,148.044,Amsterdam,2020-03-21,Cinetol
Raining On Hope Street,Spinning Coin,11,['scottish indie'],0.436,0.626,5,-8.432,1,0.0309,0.00186,0.000796,0.191,0.508,130.997,Amsterdam,2020-03-21,Cinetol
Miserere: II. Amplius lava me - Tibi soli peccavi,Michel Richard Delalande,29,"['baroque ensemble', 'early music ensemble']",0.325,0.126,11,-16.982,0,0.0486,0.988,0.000328,0.108,0.0711,129.107,Amsterdam,2020-03-21,Muziekgebouw aan 't IJ
"Le Concert royal de la Nuit, Grand Ballet, Le Soleil: Les Planètes - Entrée du Roy représentant le Soleil levant - Entrée des Génies",Anonymous,6,"['baroque ensemble', 'early music ensemble']",0.185,0.13,6,-21.339,0,0.0362,0.573,0.0806,0.134,0.443,61.864,Amsterdam,2020-03-21,Muziekgebouw aan 't IJ
"Little Consort of 3 Parts, Suite III: IV. Saraband",Matthew Locke,13,"['baroque ensemble', 'early music ensemble']",0.264,0.0224,1,-27.085,0,0.04,0.944,0.00288,0.104,0.159,88.778,Amsterdam,2020-03-21,Muziekgebouw aan 't IJ
Care-charming sleep,Robert Johnson,13,"['baroque ensemble', 'early music ensemble']",0.224,0.0247,8,-22.176,0,0.0439,0.982,0.00406,0.177,0.0492,134.468,Amsterdam,2020-03-21,Muziekgebouw aan 't IJ
Pavan in F-Major,John Jenkins,10,"['baroque ensemble', 'early music ensemble']",0.167,0.0715,9,-22.359,1,0.0401,0.951,0.531,0.123,0.144,110.997,Amsterdam,2020-03-21,Muziekgebouw aan 't IJ
Sinanon Saran (Chant de griot),Jordi Savall,35,['oud'],0.483,0.322,5,-19.861,1,0.0379,0.823,0.0289,0.0981,0.607,86.303,Amsterdam,2020-03-21,Bimhuis
Alef mem shin (Texte hébraïque Occitanie IXème siècle) - Musique: Vido venir tus cavalleros (Traduction sépharade turc),Montserrat Figueras,33,['oud'],0.281,0.0323,0,-22.742,1,0.0435,0.991,0.0215,0.104,0.0699,112.826,Amsterdam,2020-03-21,Bimhuis
Manden Mandinkadenou (Chant de griot),Jordi Savall,33,['oud'],0.33,0.305,0,-17.056,1,0.0375,0.824,0.00471,0.106,0.685,62.326,Amsterdam,2020-03-21,Bimhuis
Moaxaja: Billadi askara min aadbi Llama - Al-Andalus,Jordi Savall,33,['oud'],0.423,0.225,0,-20.299,0,0.0385,0.833,0.0263,0.172,0.172,125.3,Amsterdam,2020-03-21,Bimhuis
Marche Ottomane (Manuscrit Cantemir 209),Derya Türkan,21,['oud'],0.33,0.293,9,-22.854,0,0.0423,0.87,0.961,0.105,0.424,92.383,Amsterdam,2020-03-21,Bimhuis
Sinanon Saran (Chant de griot),Jordi Savall,35,"['afropop', 'world']",0.483,0.322,5,-19.861,1,0.0379,0.823,0.0289,0.0981,0.607,86.303,Amsterdam,2020-03-21,Bimhuis
Manden Mandinkadenou (Chant de griot),Jordi Savall,33,"['afropop', 'world']",0.33,0.305,0,-17.056,1,0.0375,0.824,0.00471,0.106,0.685,62.326,Amsterdam,2020-03-21,Bimhuis
Sola,Rajery,27,"['afropop', 'world']",0.62,0.401,9,-14.381,1,0.0563,0.819,0.00501,0.0857,0.247,121.133,Amsterdam,2020-03-21,Bimhuis
Misahotaka ny akama,Rajery,22,"['afropop', 'world']",0.801,0.779,7,-9.431,1,0.0588,0.819,0.0178,0.0794,0.672,92.303,Amsterdam,2020-03-21,Bimhuis
Kouroukanfouga,Traditional,16,"['afropop', 'world']",0.593,0.285,5,-23.812,1,0.0343,0.668,0.868,0.09,0.786,108.227,Amsterdam,2020-03-21,Bimhuis
DFCW,Sosa UK,49,[],0.825,0.771,8,-5.695,1,0.0674,0.00351,0.005,0.0776,0.661,130.044,Amsterdam,2020-03-21,Thuishaven
XTC - Sosa Remix,Solardo,47,[],0.727,0.726,1,-8.661,1,0.0598,0.00262,0.221,0.0864,0.432,126.007,Amsterdam,2020-03-21,Thuishaven
Needs - Original Mix,Sosa UK,31,[],0.806,0.851,9,-7.961,1,0.0602,0.000332,0.887,0.0336,0.715,125.989,Amsterdam,2020-03-21,Thuishaven
Indigo,Sosa UK,29,[],0.803,0.679,9,-9.91,0,0.0699,0.000255,0.0465,0.0739,0.776,127.996,Amsterdam,2020-03-21,Thuishaven
Put Them Up,Sosa UK,25,[],0.79,0.863,2,-8.123,1,0.0912,0.00298,0.35,0.0619,0.444,129.985,Amsterdam,2020-03-21,Thuishaven
Stars - Extended Mix,Konfusia,13,[],0.737,0.946,9,-6.396,1,0.0525,0.00612,0.863,0.0952,0.524,129.0,Amsterdam,2020-03-21,Ruigoord
Meteoric,Konfusia,9,[],0.722,0.947,2,-7.084,1,0.04,0.000177,0.859,0.111,0.462,128.011,Amsterdam,2020-03-21,Ruigoord
Postpone,Konfusia,6,[],0.79,0.926,11,-6.806,0,0.125,0.00955,0.765,0.106,0.309,128.023,Amsterdam,2020-03-21,Ruigoord
Meteoric - Phoenix Movement Remix,Konfusia,5,[],0.724,0.945,6,-6.57,0,0.104,0.004,0.858,0.109,0.337,126.02,Amsterdam,2020-03-21,Ruigoord
Listen - Original Mix,TiM TASTE,2,[],0.797,0.91,11,-8.002,1,0.0433,0.00812,0.874,0.0774,0.47,128.003,Amsterdam,2020-03-21,Ruigoord
Naughty Girl - Kasey Riot Remix,Melleefresh,5,[],0.824,0.739,9,-9.037,0,0.118,0.00258,0.251,0.0958,0.519,123.993,Amsterdam,2020-03-21,Paradiso
Don't Stop,Kasey Riot,1,[],0.813,0.943,8,-8.302,1,0.0613,0.000327,0.877,0.0803,0.879,120.017,Amsterdam,2020-03-21,Paradiso
Subterrane - Phutek Remix,Kasey Riot,1,[],0.697,0.956,11,-5.494,0,0.0446,0.00333,0.914,0.113,0.213,126.997,Amsterdam,2020-03-21,Paradiso
Subterrane - Torsten Kanzler Remix,Kasey Riot,1,[],0.804,0.938,4,-5.7,0,0.0655,0.0113,0.834,0.0865,0.604,128.014,Amsterdam,2020-03-21,Paradiso
Murky - Kasey Riot Remix,La Fraicheur,0,[],0.804,0.853,1,-10.292,1,0.0492,0.0232,0.77,0.0909,0.549,123.02,Amsterdam,2020-03-21,Paradiso
Answer,ATEEZ,73,"['k-pop', 'k-pop boy group']",0.565,0.903,7,-1.918,1,0.05,0.0746,0,0.359,0.538,97.967,Amsterdam,2020-03-22,AFAS Live
WONDERLAND,ATEEZ,71,"['k-pop', 'k-pop boy group']",0.572,0.964,4,-1.949,0,0.123,0.0503,0,0.372,0.519,129.979,Amsterdam,2020-03-22,AFAS Live
Wave,ATEEZ,69,"['k-pop', 'k-pop boy group']",0.624,0.86,1,-3.346,1,0.0387,0.0886,1.1e-05,0.123,0.447,99.968,Amsterdam,2020-03-22,AFAS Live
Say My Name,ATEEZ,67,"['k-pop', 'k-pop boy group']",0.634,0.9,6,-2.614,0,0.0583,0.212,0,0.317,0.623,152.968,Amsterdam,2020-03-22,AFAS Live
"HALA HALA (Hearts Awakened, Live Alive)",ATEEZ,66,"['k-pop', 'k-pop boy group']",0.572,0.778,9,-4.178,0,0.189,0.0153,0,0.188,0.294,159.904,Amsterdam,2020-03-22,AFAS Live
When Will I See You Again,The Three Degrees,51,"['classic girl group', 'disco', 'motown', 'philly soul', 'quiet storm']",0.564,0.594,9,-9.245,1,0.0328,0.732,0.00366,0.343,0.766,120.749,Amsterdam,2020-03-22,Q-Factory
Dirty Ol' Man,The Three Degrees,40,"['classic girl group', 'disco', 'motown', 'philly soul', 'quiet storm']",0.677,0.721,9,-7.172,0,0.0318,0.49,0.00185,0.435,0.78,118.284,Amsterdam,2020-03-22,Q-Factory
Year Of Decision,The Three Degrees,34,"['classic girl group', 'disco', 'motown', 'philly soul', 'quiet storm']",0.741,0.756,10,-7.152,1,0.042,0.448,0,0.228,0.918,124.41,Amsterdam,2020-03-22,Q-Factory
Collage,The Three Degrees,32,"['classic girl group', 'disco', 'motown', 'philly soul', 'quiet storm']",0.55,0.682,2,-8.802,0,0.067,0.573,1.27e-05,0.174,0.571,83.479,Amsterdam,2020-03-22,Q-Factory
Take Good Care of Yourself,The Three Degrees,26,"['classic girl group', 'disco', 'motown', 'philly soul', 'quiet storm']",0.605,0.798,9,-7.556,1,0.0406,0.454,1.12e-05,0.457,0.669,120.725,Amsterdam,2020-03-22,Q-Factory
Arkadaş,Ben Fero,72,['turkish trap'],0.81,0.631,4,-7.855,0,0.327,0.117,0,0.119,0.407,144.978,Amsterdam,2020-03-22,Melkweg OZ
Demet Akalın,Ben Fero,66,['turkish trap'],0.943,0.846,2,-4.025,1,0.212,0.0889,0,0.113,0.699,136.093,Amsterdam,2020-03-22,Melkweg OZ
JENGA,Khontkar,43,['turkish trap'],0.947,0.574,9,-6.687,1,0.132,0.00693,1.32e-05,0.0693,0.303,124.974,Amsterdam,2020-03-22,Melkweg OZ
Biladerim İçin,Ben Fero,64,['turkish trap'],0.928,0.646,1,-6.675,1,0.211,0.0449,0,0.19,0.315,123.061,Amsterdam,2020-03-22,Melkweg OZ
Motivasyon,Ben Fero,63,['turkish trap'],0.923,0.648,1,-4.957,1,0.244,0.111,2.73e-06,0.21,0.542,119.961,Amsterdam,2020-03-22,Melkweg OZ
Fractured Existence,Nephylim,18,['dutch death metal'],0.281,0.953,9,-6.89,1,0.0566,8.97e-06,0.813,0.179,0.182,107.905,Amsterdam,2020-03-22,The Cave
Forsaken,Nephylim,14,['dutch death metal'],0.288,0.951,7,-6.985,1,0.0828,9.16e-06,0.166,0.261,0.179,105.126,Amsterdam,2020-03-22,The Cave
Vanquish the Sepsis,Nephylim,13,['dutch death metal'],0.234,0.969,5,-6.373,1,0.0894,1.48e-05,0.146,0.308,0.123,96.935,Amsterdam,2020-03-22,The Cave
Reminescence,Nephylim,12,['dutch death metal'],0.408,0.756,2,-9.911,0,0.0398,2.95e-05,0.863,0.185,0.042,104.964,Amsterdam,2020-03-22,The Cave
Aftermath,Nephylim,11,['dutch death metal'],0.303,0.932,9,-6.357,1,0.0591,4.12e-06,0.502,0.332,0.274,107.446,Amsterdam,2020-03-22,The Cave
Benediction Floods,Sedna,0,[],0.618,0.415,10,-8.908,1,0.033,0.861,0.000742,0.124,0.0831,117.969,Amsterdam,2020-03-22,The Cave
Finding Infinity,Sedna,0,[],0.676,0.641,9,-8.916,1,0.0519,0.0125,0.957,0.0881,0.537,126.994,Amsterdam,2020-03-22,The Cave
Streets of Macerot City,Sedna,0,[],0.53,0.958,8,-3.487,1,0.0607,0.00753,0.00608,0.379,0.333,114.024,Amsterdam,2020-03-22,The Cave
Pluto,Sedna,0,[],0.702,0.697,2,-8.671,1,0.0454,0.059,0.885,0.113,0.0374,134.0,Amsterdam,2020-03-22,The Cave
What Once We Were,Sedna,0,[],0.408,0.984,11,-3.309,1,0.0726,9.69e-05,0.00651,0.372,0.194,85.029,Amsterdam,2020-03-22,The Cave
Mon Paris,Tess Et Les Moutons,14,[],0.519,0.429,11,-9.276,1,0.049,0.559,6.75e-05,0.13,0.642,95.178,Amsterdam,2020-03-22,Boom Chicago
La Vie en Rose,Tess Et Les Moutons,11,[],0.759,0.696,7,-6.074,1,0.123,0.505,0,0.448,0.617,118.661,Amsterdam,2020-03-22,Boom Chicago
La Montagne,Tess Et Les Moutons,10,[],0.666,0.538,5,-8.343,1,0.0283,0.733,0.0169,0.0931,0.536,121.726,Amsterdam,2020-03-22,Boom Chicago
La Mer,Tess Et Les Moutons,9,[],0.648,0.28,9,-12.168,0,0.046,0.782,0,0.19,0.593,130.232,Amsterdam,2020-03-22,Boom Chicago
Mon Homme,Tess Et Les Moutons,9,[],0.779,0.519,10,-5.042,1,0.0578,0.556,0,0.11,0.775,116.701,Amsterdam,2020-03-22,Boom Chicago
Blue Key,Ziv Taubenfeld,0,[],0.44,0.698,2,-4.795,1,0.104,0.598,0.302,0.127,0.427,126.538,Amsterdam,2020-03-23,Bimhuis
Snail's Pace,Ziv Taubenfeld,0,[],0.493,0.237,0,-16.206,1,0.0753,0.746,0.568,0.112,0.192,106.251,Amsterdam,2020-03-23,Bimhuis
Explaining What?!,Ziv Taubenfeld,0,[],0.375,0.0356,7,-24.873,1,0.0474,0.952,0.659,0.105,0.0783,109.887,Amsterdam,2020-03-23,Bimhuis
Kiwi Flower (Dedicated to Irene),Ziv Taubenfeld,0,[],0.394,0.438,0,-7.825,1,0.0539,0.81,0.000437,0.0968,0.523,185.496,Amsterdam,2020-03-23,Bimhuis
Point and Line #2,Ziv Taubenfeld,0,[],0.376,0.142,5,-16.113,1,0.0728,0.9,0.507,0.112,0.117,83.278,Amsterdam,2020-03-23,Bimhuis
One Day Like This,Elbow,44,"['britpop', 'chamber pop', 'indie rock', 'modern rock', 'rock']",0.433,0.666,10,-6.102,1,0.0287,0.093,0,0.141,0.382,159.369,Amsterdam,2020-03-24,Ziggo Dome
Grounds for Divorce,Elbow,43,"['britpop', 'chamber pop', 'indie rock', 'modern rock', 'rock']",0.523,0.764,2,-5.069,0,0.027,0.417,2.96e-06,0.566,0.629,91.975,Amsterdam,2020-03-24,Ziggo Dome
My Trouble,Elbow,52,"['britpop', 'chamber pop', 'indie rock', 'modern rock', 'rock']",0.563,0.387,5,-9.322,1,0.0256,0.688,0.000365,0.139,0.211,96.537,Amsterdam,2020-03-24,Ziggo Dome
White Noise White Heat,Elbow,50,"['britpop', 'chamber pop', 'indie rock', 'modern rock', 'rock']",0.577,0.764,10,-5.772,0,0.0308,0.134,5.75e-05,0.338,0.634,96.699,Amsterdam,2020-03-24,Ziggo Dome
Golden Slumbers,Elbow,49,"['britpop', 'chamber pop', 'indie rock', 'modern rock', 'rock']",0.489,0.13,0,-11.9,1,0.0284,0.895,0,0.107,0.236,82.11,Amsterdam,2020-03-24,Ziggo Dome
Get Here,Oleta Adams,46,['quiet storm'],0.28,0.211,10,-16.333,1,0.0357,0.771,0,0.125,0.223,74.106,Amsterdam,2020-03-24,Koninklijk Theater Carre
Rhythm Of Life,Oleta Adams,35,['quiet storm'],0.619,0.594,10,-12.875,0,0.0457,0.0885,0.0165,0.0714,0.712,89.371,Amsterdam,2020-03-24,Koninklijk Theater Carre
Window Of Hope,Oleta Adams,44,['quiet storm'],0.619,0.82,0,-8.016,1,0.0309,0.0282,0,0.302,0.838,111.01,Amsterdam,2020-03-24,Koninklijk Theater Carre
New York State Of Mind,Oleta Adams,40,['quiet storm'],0.429,0.397,5,-9.897,1,0.0321,0.107,0.00059,0.0731,0.125,114.663,Amsterdam,2020-03-24,Koninklijk Theater Carre
I Just Had To Hear Your Voice,Oleta Adams,28,['quiet storm'],0.265,0.332,0,-11.139,1,0.0314,0.596,2.87e-05,0.131,0.113,82.369,Amsterdam,2020-03-24,Koninklijk Theater Carre
Undrunk,FLETCHER,73,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'uk pop']",0.613,0.579,5,-6.484,1,0.0833,0.489,0,0.126,0.551,91.863,Amsterdam,2020-03-24,Melkweg Max
All Love,FLETCHER,70,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'uk pop']",0.678,0.487,4,-7.177,1,0.0866,0.272,0.000261,0.181,0.48,141.983,Amsterdam,2020-03-24,Melkweg Max
One Too Many,FLETCHER,67,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'uk pop']",0.641,0.582,2,-6.66,0,0.138,0.205,0,0.163,0.406,102.098,Amsterdam,2020-03-24,Melkweg Max
If You're Gonna Lie,FLETCHER,65,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'uk pop']",0.671,0.763,8,-5.877,1,0.305,0.607,2.16e-05,0.495,0.469,149.87,Amsterdam,2020-03-24,Melkweg Max
I Believe You,FLETCHER,65,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'uk pop']",0.46,0.498,5,-6.312,1,0.0282,0.219,0.00329,0.099,0.154,76.902,Amsterdam,2020-03-24,Melkweg Max
Phantom Of The Opera,Floor Jansen,53,['dutch pop'],0.471,0.869,0,-6.136,0,0.0473,0.00251,2.41e-05,0.246,0.271,131.956,Amsterdam,2020-03-24,AFAS Live
Shallow,Tim Akkerman,49,['dutch pop'],0.54,0.356,9,-9.428,1,0.0308,0.517,0,0.185,0.23,96.048,Amsterdam,2020-03-24,AFAS Live
Mama,Floor Jansen,45,['dutch pop'],0.33,0.622,3,-4.792,0,0.0379,0.109,0,0.148,0.152,142.864,Amsterdam,2020-03-24,AFAS Live
I Don't Know A Thing About Love (Van De Liefde Weet Ik Niets),Floor Jansen,45,['dutch pop'],0.452,0.353,4,-8.3,1,0.0346,0.716,0,0.109,0.209,66.449,Amsterdam,2020-03-24,AFAS Live
